TAIR ENTREZID
AT5G40540 834052
AT5G40550 834053
AT5G40560 834054
AT5G40570 834055
AT5G40580 834056
AT5G40590 834057
AT5G40600 834059
AT5G40595 834058
AT5G40610 834060
AT5G40620 834061
AT5G40630 834062
AT5G40640 834063
AT5G40645 834064
AT5G40650 834065
AT5G40660 834066
AT5G40670 834067
AT5G40680 834068
AT5G40690 834069
AT5G40700 834070
AT5G40710 834071
AT5G40720 834072
AT5G40730 834073
AT5G40740 834074
AT5G40750 834075
AT5G40760 834076
AT5G40770 834077
AT5G40780 834078
AT5G40790 834079
AT5G40800 834080
AT5G40810 834081
AT5G40820 834082
AT5G40830 834083
AT5G40840 834084
AT5G40850 834085
AT5G40855 834086
AT5G40860 834087
AT5G40870 834088
AT5G40880 834089
AT5G40890 834090
AT5G40900 834091
AT5G40910 834092
AT5G40930 834094
AT5G40940 834095
AT5G40950 834097
AT5G40960 834098
AT5G40970 28721237
AT5G40980 834100
AT5G40981 28721238
AT5G40990 834101
AT5G41000 834102
AT5G41010 834103
AT5G41020 834104
AT5G41025 NA
AT5G41030 834105
AT5G41040 834106
AT5G41050 834107
AT5G41060 834108
AT5G41070 834109
AT5G41071 6241290
AT5G41080 834110
AT5G41090 834111
AT5G41100 834112
AT5G41110 834113
AT5G41109 6241036
AT5G41120 834114
AT5G41130 834115
AT5G41140 834116
AT5G41150 834117
AT5G41160 834118
AT5G41170 834119
AT5G41180 834120
AT5G41190 834121
AT5G41200 834122
AT5G41210 834123
AT5G41220 834124
AT5G41240 834125
AT5G41250 834126
AT5G41260 834127
AT5G41270 834128
AT5G41280 834129
AT5G41290 834130
AT5G41300 834131
AT5G41310 834132
AT5G41315 834133
AT5G41320 834134
AT5G41330 834135
AT5G41340 834136
AT5G41350 834137
AT5G41360 834138
AT5G41370 834139
AT5G41380 834140
AT5G41390 834141
AT5G41400 834142
AT5G41401 6240394
AT5G41410 834143
AT5G41420 6241481
AT5G41430 834144
AT5G41440 834145
AT5G41450 834146
AT5G41460 834147
AT5G41470 834148
AT5G41480 834149
AT5G41490 834150
AT5G41500 834151
AT5G41510 834153
AT5G41520 834154
AT5G41530 834155
AT5G41540 834156
AT5G41550 834157
AT5G41560 834158
AT5G41570 834159
AT5G41580 834160
AT5G41590 834161
AT5G41600 834162
AT5G41610 834163
AT5G41620 834164
AT5G41630 834165
AT5G41640 834166
AT5G41650 834167
AT5G41660 834168
AT5G41670 834169
AT5G41680 834170
AT5G41685 834171
AT5G41690 834172
AT5G41700 834173
AT5G41720 834175
AT5G41730 834176
AT5G41740 834177
AT5G41750 834178
AT5G41760 834180
AT5G41761 6241304
AT5G41763 NA
AT5G41765 834181
AT5G41770 834182
AT5G41780 834183
AT5G41790 834184
AT5G41800 834185
AT5G41810 834186
AT5G41820 834187
AT5G41830 834188
AT5G41840 834189
AT5G41850 834190
AT5G41860 834191
AT5G41870 834192
AT5G41880 834193
AT5G41890 834194
AT5G41900 834195
AT5G41908 28721241
AT5G41910 834196
AT5G41920 834197
AT5G41940 834199
AT5G41950 834200
AT5G41960 834201
AT5G41970 834202
AT5G41980 834203
AT5G41990 834204
AT5G42000 834205
AT5G42010 834206
AT5G42020 834207
AT5G42030 834208
AT5G42040 834209
AT5G42050 834210
AT5G42053 6240238
AT5G42060 834211
AT5G42070 834212
AT5G42080 834213
AT5G42090 834214
AT5G42100 834215
AT5G42110 834216
AT5G42120 834217
AT5G42130 834218
AT5G42140 834219
AT5G42146 3771399
AT5G42150 834220
AT5G42170 834222
AT5G42180 834223
AT5G42190 834224
AT5G42200 834225
AT5G42210 834226
AT5G42220 834227
AT5G42223 3771400
AT5G42230 834228
AT5G42232 3771401
AT5G42235 2746178
AT5G42240 834229
AT5G42242 3771402
AT5G42250 834230
AT5G42260 834231
AT5G42270 834232
AT5G42280 834233
AT5G42300 834235
AT5G42290 834234
AT5G42310 834236
AT5G42320 834237
AT5G42325 834238
AT5G42330 834239
AT5G42340 834240
AT5G42350 834241
AT5G42360 834242
AT5G42370 834243
AT5G42380 834244
AT5G42390 834245
AT5G42400 834246
AT5G42410 834247
AT5G42420 834248
AT5G42430 834249
AT5G42440 834250
AT5G42450 834252
AT5G42460 834253
AT5G42470 834254
AT5G42480 834255
AT5G42490 834256
AT5G42500 834257
AT5G42504 6240333
AT5G42510 834258
AT5G42520 834259
AT5G42530 834260
AT5G42540 834261
AT5G42560 834262
AT5G42567 5008289
AT5G42570 834264
AT5G42580 834265
AT5G42590 834266
AT5G42600 834267
AT5G42610 834268
AT5G42620 834269
AT5G42630 834270
AT5G42635 834271
AT5G42640 834272
AT5G42650 834273
AT5G42655 834274
AT5G42660 834275
AT5G42670 834276
AT5G42680 834277
AT5G42690 834278
AT5G42700 834279
AT5G42710 834280
AT5G42720 834281
AT5G42740 834283
AT5G42750 834284
AT5G42760 834285
AT5G42765 834286
AT5G42770 834287
AT5G42780 834288
AT5G42785 834289
AT5G42790 834290
AT5G42797 3771408
AT5G42800 834291
AT5G42810 834292
AT5G42820 834293
AT5G42825 2746181
AT5G42830 834294
AT5G42840 834295
AT5G42850 834296
AT5G42860 834297
AT5G42870 834298
AT5G42880 834299
AT5G42890 834300
AT5G42895 5008290
AT5G42900 834301
AT5G42905 834302
AT5G42910 834303
AT5G42920 834304
AT5G42930 834305
AT5G42940 834306
AT5G42950 834307
AT5G42955 834308
AT5G42957 834309
AT5G42960 834310
AT5G42965 834311
AT5G42970 834312
AT5G42980 834313
AT5G42990 834314
AT5G43000 834315
AT5G43010 834316
AT5G43020 834317
AT5G43030 834318
AT5G43040 834319
AT5G43050 834320
AT5G43060 834321
AT5G43064 NA
AT5G43066 6240501
AT5G43068 NA
AT5G43070 834323
AT5G43080 834324
AT5G43090 834325
AT5G43100 834326
AT5G43110 834328
AT5G43120 834329
AT5G43130 834330
AT5G43140 834331
AT5G43150 834332
AT5G43155 NA
AT5G43160 834333
AT5G43170 834334
AT5G43175 834335
AT5G43180 834336
AT5G43185 2746184
AT5G43190 834337
AT5G43200 834338
AT5G43210 834339
AT5G43211 6240434
AT5G43230 834341
AT5G43240 834342
AT5G43250 834343
AT5G43260 834344
AT5G43270 834345
AT5G43280 834346
AT5G43285 3771413
AT5G43290 834347
AT5G43300 834348
AT5G43310 834349
AT5G43320 834350
AT5G43330 834351
AT5G43340 834352
AT5G43350 834353
AT5G43360 834354
AT5G43370 834355
AT5G43380 834356
AT5G43390 834357
AT5G43400 834358
AT5G43401 3771414
AT5G43410 834360
AT5G43420 834362
AT5G43430 834363
AT5G43440 834364
AT5G43450 834365
AT5G43460 834366
AT5G43470 834367
AT5G43480 834368
AT5G43490 834369
AT5G43500 834370
AT5G43510 834371
AT5G43513 3771417
AT5G43518 3771419
AT5G43520 834372
AT5G43525 3771420
AT5G43530 834373
AT5G43540 834374
AT5G43550 834375
AT5G43560 834376
AT5G43570 834377
AT5G43580 834378
AT5G43590 834379
AT5G43600 834380
AT5G43610 834381
AT5G43620 834382
AT5G43630 834383
AT5G43640 834384
AT5G43650 834385
AT5G43660 834386
AT5G43670 834387
AT5G43680 834388
AT5G43690 834389
AT5G43695 6240571
AT5G43700 834390
AT5G43710 834391
AT5G43720 834392
AT5G43730 834393
AT5G43740 834394
AT5G43745 834395
AT5G43750 834396
AT5G43755 834397
AT5G43760 834398
AT5G43770 834399
AT5G43780 834400
AT5G43790 834401
AT5G43810 834403
AT5G43822 7922354
AT5G43820 834404
AT5G43830 834405
AT5G43840 834406
AT5G43850 834407
AT5G43860 834408
AT5G43870 834409
AT5G43880 834410
AT5G43890 834411
AT5G43900 834412
AT5G43910 834413
AT5G43920 834414
AT5G43930 834415
AT5G43935 834416
AT5G43940 834417
AT5G43950 834418
AT5G43960 834419
AT5G43970 834420
AT5G43980 834421
AT5G43990 834422
AT5G44000 834423
AT5G44005 2746185
AT5G44010 834424
AT5G44020 834425
AT5G44030 834426
AT5G44040 834427
AT5G44050 834428
AT5G44060 834429
AT5G44063 NA
AT5G44065 6241399
AT5G44070 834430
AT5G44080 834431
AT5G44090 834432
AT5G44100 834433
AT5G44110 834434
AT5G44120 834435
AT5G44130 834436
AT5G44140 834437
AT5G44150 834438
AT5G44160 834439
AT5G44170 834440
AT5G44180 834441
AT5G44190 834442
AT5G44200 834443
AT5G44210 834444
AT5G44220 834445
AT5G44230 834446
AT5G44240 834447
AT5G44250 834448
AT5G44260 834449
AT5G44265 5008293
AT5G44270 834450
AT5G44280 834451
AT5G44290 834452
AT5G44300 834453
AT5G44306 6241118
AT5G44310 834454
AT5G44316 834456
AT5G44320 834457
AT5G44330 834458
AT5G44340 834459
AT5G44345 834460
AT5G44350 834461
AT5G44360 834462
AT5G44370 834463
AT5G44380 834464
AT5G44390 834465
AT5G44400 834466
AT5G44410 834467
AT5G44420 834469
AT5G44430 834470
AT5G44440 834471
AT5G44450 834472
AT5G44460 834473
AT5G44470 834474
AT5G44480 834475
AT5G44490 834476
AT5G44495 5008294
AT5G44500 834477
AT5G44510 834478
AT5G44520 834479
AT5G44530 834480
AT5G44540 834481
AT5G44550 834482
AT5G44560 834483
AT5G44563 NA
AT5G44565 2746190
AT5G44567 NA
AT5G44568 5008297
AT5G44566 NA
AT5G44570 834484
AT5G44572 5008298
AT5G44574 5008299
AT5G44575 834485
AT5G44578 5008300
AT5G44580 834486
AT5G44582 5008301
AT5G44585 6241037
AT5G44590 834487
AT5G44600 834488
AT5G44610 834489
AT5G44620 834490
AT5G44630 834491
AT5G44635 834492
AT5G44640 834493
AT5G44650 834494
AT5G44660 834495
AT5G44670 834496
AT5G44680 834497
AT5G44690 834498
AT5G44700 834499
AT5G44710 834500
AT5G44720 834501
AT5G44730 834502
AT5G44740 834503
AT5G44750 834504
AT5G44760 834505
AT5G44770 834506
AT5G44780 834507
AT5G44785 834508
AT5G44790 834509
AT5G44800 834510
AT5G44820 834512
AT5G44830 834513
AT5G44840 834514
AT5G44850 834515
AT5G44860 834516
AT5G44870 834517
AT5G44900 834520
AT5G44910 834521
AT5G44920 834522
AT5G44930 834523
AT5G44940 834525
AT5G44950 834526
AT5G44960 834527
AT5G44970 834528
AT5G44973 3771434
AT5G44980 834529
AT5G44990 834530
AT5G45000 834531
AT5G45010 834532
AT5G45020 834533
AT5G45030 834534
AT5G45040 834535
AT5G45050 834536
AT5G45060 834537
AT5G45070 834538
AT5G45080 834539
AT5G45090 834541
AT5G45095 834542
AT5G45100 834543
AT5G45110 834545
AT5G45113 834546
AT5G45115 NA
AT5G45120 834548
AT5G45130 834549
AT5G45140 834550
AT5G45150 834551
AT5G45160 834552
AT5G45170 834553
AT5G45180 834554
AT5G45190 834555
AT5G45200 834556
AT5G45210 834557
AT5G45220 834558
AT5G45230 834559
AT5G45240 834560
AT5G45250 834561
AT5G45260 834562
AT5G45275 2746193
AT5G45277 NA
AT5G45280 834564
AT5G45290 834565
AT5G45300 834566
AT5G45310 834567
AT5G45320 834568
AT5G45330 834569
AT5G45340 834570
AT5G45350 834571
AT5G45360 834572
AT5G45370 834573
AT5G45380 834574
AT5G45390 834575
AT5G45400 834576
AT5G45410 834577
AT5G45420 834578
AT5G45430 834579
AT5G45440 834580
AT5G45450 834581
AT5G45455 NA
AT5G45460 834582
AT5G45469 6240309
AT5G45470 834583
AT5G45480 834584
AT5G45490 834585
AT5G45500 834586
AT5G45510 834587
AT5G45520 834588
AT5G45530 834589
AT5G45540 834590
AT5G45550 834591
AT5G45560 834592
AT5G45570 834593
AT5G45573 834594
AT5G45580 834596
AT5G45590 834597
AT5G45600 834599
AT5G45610 834601
AT5G45620 834602
AT5G45630 834603
AT5G45640 834604
AT5G45650 834605
AT5G45660 2746194
AT5G45670 834606
AT5G45680 834607
AT5G45690 834608
AT5G45700 834609
AT5G45710 834610
AT5G45720 834611
AT5G45730 834612
AT5G45740 834613
AT5G45750 834614
AT5G45760 834615
AT5G45770 834616
AT5G45775 834617
AT5G45780 834618
AT5G45790 834619
AT5G45800 834620
AT5G45810 834621
AT5G45820 834622
AT5G45830 834623
AT5G45840 834624
AT5G45850 834625
AT5G45860 834626
AT5G45870 834627
AT5G45875 3771443
AT5G45880 834628
AT5G45890 834629
AT5G45900 834630
AT5G45910 834631
AT5G45920 834632
AT5G45930 834633
AT5G45940 834634
AT5G45950 834635
AT5G45960 834636
AT5G45970 834637
AT5G45980 834638
AT5G45990 834639
AT5G46000 834640
AT5G46010 834641
AT5G46020 834642
AT5G46025 834643
AT5G46030 834644
AT5G46040 834645
AT5G46050 834646
AT5G46060 834647
AT5G46070 834648
AT5G46080 834649
AT5G46085 NA
AT5G46090 834650
AT5G46100 834651
AT5G46110 834652
AT5G46115 834653
AT5G46130 834655
AT5G46140 834656
AT5G46150 834657
AT5G46160 834658
AT5G46170 834659
AT5G46180 834660
AT5G46190 834661
AT5G46200 834662
AT5G46210 834663
AT5G46220 834664
AT5G46230 834665
AT5G46240 834666
AT5G46250 834667
AT5G46260 834668
AT5G46270 834669
AT5G46280 834670
AT5G46290 834671
AT5G46295 834672
AT5G46297 NA
AT5G46300 834673
AT5G46310 834674
AT5G46320 834675
AT5G46330 834676
AT5G46340 834677
AT5G46350 834678
AT5G46360 834679
AT5G46370 834680
AT5G46380 834681
AT5G46390 834682
AT5G46395 NA
AT5G46400 834683
AT5G46410 834684
AT5G46420 834685
AT5G46430 834686
AT5G46440 834687
AT5G46450 834688
AT5G46460 834689
AT5G46470 834690
AT5G46490 834692
AT5G46500 834693
AT5G46510 834694
AT5G46520 834695
AT5G46530 834696
AT5G46540 834697
AT5G46550 834698
AT5G46560 834699
AT5G46570 834700
AT5G46580 834701
AT5G46590 834702
AT5G46600 834703
AT5G46610 834704
AT5G46620 834705
AT5G46630 834706
AT5G46640 834707
AT5G46650 834708
AT5G46660 834709
AT5G46670 834710
AT5G46680 834711
AT5G46690 834712
AT5G46700 834713
AT5G46710 834714
AT5G46720 834715
AT5G46730 834716
AT5G46740 834717
AT5G46750 834718
AT5G46760 834719
AT5G46770 834720
AT5G46780 834721
AT5G46790 834722
AT5G46795 834723
AT5G46800 834724
AT5G46810 834725
AT5G46820 834726
AT5G46825 NA
AT5G46830 834727
AT5G46840 834728
AT5G46850 834729
AT5G46860 834730
AT5G46870 834731
AT5G46871 3771453
AT5G46873 3771454
AT5G46874 3771455
AT5G46877 3771456
AT5G46880 834733
AT5G46890 834734
AT5G46900 834735
AT5G46910 834736
AT5G46915 834737
AT5G46920 834738
AT5G46930 834739
AT5G46940 834740
AT5G46950 834741
AT5G46960 834742
AT5G46970 834743
AT5G46980 834744
AT5G46990 834745
AT5G47000 834746
AT5G47010 834747
AT5G47020 834748
AT5G47030 834749
AT5G47040 834750
AT5G47050 834751
AT5G47060 834752
AT5G47070 834753
AT5G47075 3771457
AT5G47077 3771458
AT5G47080 834754
AT5G47090 834755
AT5G47100 834756
AT5G47110 834757
AT5G47120 834758
AT5G47130 834759
AT5G47140 834760
AT5G47150 834761
AT5G47160 834762
AT5G47170 834763
AT5G47175 3771459
AT5G47180 834764
AT5G47190 834765
AT5G47200 834766
AT5G47210 834767
AT5G47220 834768
AT5G47229 6240660
AT5G47230 834770
AT5G47240 834771
AT5G47250 834772
AT5G47260 834773
AT5G47280 834775
AT5G47290 834776
AT5G47300 834777
AT5G47310 834778
AT5G47320 834779
AT5G47330 834780
AT5G47340 834781
AT5G47350 834782
AT5G47360 834783
AT5G47370 834784
AT5G47380 834785
AT5G47390 834786
AT5G47400 834787
AT5G47420 834789
AT5G47430 834790
AT5G47435 834791
AT5G47440 834792
AT5G47450 834794
AT5G47455 834795
AT5G47460 834796
AT5G47470 834797
AT5G47480 834798
AT5G47490 834799
AT5G47500 834800
AT5G47510 834801
AT5G47520 834802
AT5G47530 834803
AT5G47540 834804
AT5G47550 834805
AT5G47560 834806
AT5G47570 834807
AT5G47580 834808
AT5G47590 834809
AT5G47600 834810
AT5G47610 834811
AT5G47620 834812
AT5G47630 834813
AT5G47635 834814
AT5G47640 834815
AT5G47650 834816
AT5G47660 834817
AT5G47670 834818
AT5G47680 834819
AT5G47690 834820
AT5G47700 834821
AT5G47710 834822
AT5G47720 834823
AT5G47730 834824
AT5G47740 834825
AT5G47750 834826
AT5G47760 834827
AT5G47770 834828
AT5G47780 834829
AT5G47790 834830
AT5G47800 834831
AT5G47810 834832
AT5G47820 834833
AT5G47830 834834
AT5G47840 834835
AT5G47850 834836
AT5G47860 834837
AT5G47870 834838
AT5G47880 834839
AT5G47890 834840
AT5G47900 834841
AT5G47910 834842
AT5G47920 834843
AT5G47930 834844
AT5G47940 834845
AT5G47950 834846
AT5G47960 834847
AT5G47970 834848
AT5G47980 834849
AT5G47990 834850
AT5G48000 834851
AT5G48010 834852
AT5G48020 834853
AT5G48030 834854
AT5G48040 834855
AT5G48050 834857
AT5G48060 834858
AT5G48070 834859
AT5G48090 834861
AT5G48100 834862
AT5G48110 834863
AT5G48120 834864
AT5G48130 834865
AT5G48140 834866
AT5G48150 834867
AT5G48160 834868
AT5G48170 834869
AT5G48175 834870
AT5G48180 834871
AT5G48190 834872
AT5G48200 834873
AT5G48205 2746199
AT5G48210 834874
AT5G48220 834875
AT5G48230 834876
AT5G48240 834877
AT5G48250 834878
AT5G48270 834880
AT5G48280 834881
AT5G48290 834882
AT5G48300 834883
AT5G48310 834884
AT5G48320 834885
AT5G48330 834886
AT5G48335 2746200
AT5G48340 834887
AT5G48350 834888
AT5G48360 834889
AT5G48370 834890
AT5G48375 834891
AT5G48380 834892
AT5G48385 834893
AT5G48390 834894
AT5G48400 834895
AT5G48410 834896
AT5G48420 834897
AT5G48430 834898
AT5G48440 834899
AT5G48450 834900
AT5G48460 834901
AT5G48470 834902
AT5G48480 834903
AT5G48485 834904
AT5G48490 834905
AT5G48500 834906
AT5G48510 834907
AT5G48515 3771463
AT5G48520 834908
AT5G48530 834909
AT5G48540 834910
AT5G48543 3771464
AT5G48545 2746201
AT5G48550 834911
AT5G48560 834912
AT5G48570 834913
AT5G48575 834914
AT5G48580 834915
AT5G48590 834916
AT5G48595 3771465
AT5G48600 834917
AT5G48605 3771466
AT5G48610 834918
AT5G48620 834919
AT5G48630 834920
AT5G48640 834921
AT5G48650 834922
AT5G48655 834923
AT5G48657 2746202
AT5G48660 834924
AT5G48670 834925
AT5G48680 834926
AT5G48690 834927
AT5G48700 834928
AT5G48710 834929
AT5G48720 834930
AT5G48730 834931
AT5G48740 834932
AT5G48750 834933
AT5G48760 834934
AT5G48770 834935
AT5G48780 834936
AT5G48790 834937
AT5G48800 834938
AT5G48810 834939
AT5G48820 834940
AT5G48830 834941
AT5G48840 834942
AT5G48850 834943
AT5G48860 834944
AT5G48870 834945
AT5G48880 834946
AT5G48890 834947
AT5G48900 834948
AT5G48905 3771469
AT5G48910 834949
AT5G48920 834950
AT5G48930 834951
AT5G48940 834952
AT5G48945 3771470
AT5G48950 834953
AT5G48953 3771471
AT5G48960 834954
AT5G48970 834956
AT5G48980 834957
AT5G48990 834958
AT5G49000 834959
AT5G49010 834960
AT5G49015 2746203
AT5G49020 834961
AT5G49030 834962
AT5G49040 834963
AT5G49050 834964
AT5G49060 834965
AT5G49070 834966
AT5G49100 834969
AT5G49110 834970
AT5G49120 834971
AT5G49130 834972
AT5G49140 834973
AT5G49150 834974
AT5G49160 834975
AT5G49170 834976
AT5G49180 834977
AT5G49190 834978
AT5G49200 834979
AT5G49210 834980
AT5G49215 834981
AT5G49220 834982
AT5G49230 834983
AT5G49240 834984
AT5G49250 834985
AT5G49260 834986
AT5G49270 834987
AT5G49280 834988
AT5G49290 834989
AT5G49300 834990
AT5G49305 NA
AT5G49310 834991
AT5G49320 834992
AT5G49330 834993
AT5G49340 834994
AT5G49350 3771473
AT5G49360 834996
AT5G49390 834999
AT5G49400 835000
AT5G49410 835001
AT5G49420 835002
AT5G49430 835003
AT5G49440 835004
AT5G49450 835005
AT5G49460 835006
AT5G49470 835007
AT5G49480 835008
AT5G49490 835009
AT5G49500 835010
AT5G49510 835011
AT5G49520 835012
AT5G49525 835013
AT5G49530 835014
AT5G49540 835015
AT5G49550 835016
AT5G49555 835017
AT5G49560 835018
AT5G49570 835019
AT5G49580 835020
AT5G49590 835021
AT5G49600 835022
AT5G49610 835023
AT5G49620 835024
AT5G49630 835025
AT5G49640 835026
AT5G49645 NA
AT5G49650 835027
AT5G49660 835028
AT5G49665 835029
AT5G49680 835031
AT5G49690 835032
AT5G49700 835033
AT5G49710 835034
AT5G49720 835035
AT5G49730 835036
AT5G49740 835037
AT5G49750 835038
AT5G49760 835039
AT5G49770 835040
AT5G49780 835041
AT5G49800 835043
AT5G49810 835044
AT5G49820 835045
AT5G49830 835046
AT5G49840 835047
AT5G49850 835048
AT5G49860 835049
AT5G49870 835050
AT5G49880 835051
AT5G49890 835052
AT5G49900 835053
AT5G49910 835054
AT5G49920 835055
AT5G49930 835056
AT5G49940 835057
AT5G49945 835058
AT5G49950 835059
AT5G49960 835060
AT5G49970 835061
AT5G49980 835062
AT5G49990 835063
AT5G50000 835064
AT5G50010 835065
AT5G50020 835066
AT5G50030 835067
AT5G50040 835068
AT5G50050 835069
AT5G50060 835070
AT5G50070 835071
AT5G50080 835072
AT5G50090 835073
AT5G50100 835074
AT5G50110 835075
AT5G50115 835076
AT5G50120 835077
AT5G50130 835078
AT5G50140 835079
AT5G50150 835080
AT5G50160 835081
AT5G50170 835082
AT5G50175 3771478
AT5G50180 835083
AT5G50200 835085
AT5G50210 835086
AT5G50220 835087
AT5G50230 835088
AT5G50240 835089
AT5G50250 835090
AT5G50260 835091
AT5G50270 835092
AT5G50280 835093
AT5G50290 835094
AT5G50300 835095
AT5G50310 835096
AT5G50320 835098
AT5G50330 835099
AT5G50335 835100
AT5G50340 835101
AT5G50345 5008303
AT5G50350 835102
AT5G50360 835103
AT5G50361 6241179
AT5G50365 NA
AT5G50370 835104
AT5G50375 835105
AT5G50380 835106
AT5G50390 835107
AT5G50400 835108
AT5G50410 835109
AT5G50420 835110
AT5G50423 3771480
AT5G50430 835111
AT5G50440 835112
AT5G50443 NA
AT5G50450 835113
AT5G50460 835114
AT5G50470 835115
AT5G50480 835116
AT5G50490 835117
AT5G50500 835118
AT5G50510 835119
AT5G50520 835120
AT5G50530 835121
AT5G50540 835122
AT5G50550 835123
AT5G50560 835124
AT5G50565 835125
AT5G50562 6240680
AT5G50570 835126
AT5G50580 835127
AT5G50590 835128
AT5G50600 835129
AT5G50610 835130
AT5G50620 835131
AT5G50630 835132
AT5G50640 835133
AT5G50650 835135
AT5G50660 28721261
AT5G50665 835137
AT5G50670 835138
AT5G50680 835139
AT5G50690 835140
AT5G50700 835141
AT5G50710 835142
AT5G50720 835144
AT5G50740 835146
AT5G50750 835147
AT5G50760 835148
AT5G50770 835149
AT5G50780 835150
AT5G50790 835151
AT5G50800 835152
AT5G50810 835153
AT5G50820 835154
AT5G50830 835155
AT5G50840 835156
AT5G50850 835157
AT5G50860 835158
AT5G50870 835159
AT5G50890 835161
AT5G50900 835162
AT5G50910 835163
AT5G50915 835164
AT5G50920 835165
AT5G50930 835166
AT5G50940 3771483
AT5G50950 835168
AT5G50960 835169
AT5G50970 835170
AT5G50990 835172
AT5G51000 835173
AT5G51010 835174
AT5G51020 835175
AT5G51030 835176
AT5G51040 835177
AT5G51050 835178
AT5G51060 835179
AT5G51070 835180
AT5G51080 835181
AT5G51090 835182
AT5G51100 835183
AT5G51110 835185
AT5G51105 835184
AT5G51120 835186
AT5G51130 835187
AT5G51140 835188
AT5G51150 835189
AT5G51160 835190
AT5G51170 835191
AT5G51180 835192
AT5G51190 835193
AT5G51195 835194
AT5G51200 835195
AT5G51210 835196
AT5G51220 835197
AT5G51230 835198
AT5G51250 835199
AT5G51260 835200
AT5G51270 835201
AT5G51280 835202
AT5G51290 835203
AT5G51300 835204
AT5G51310 835205
AT5G51330 835207
AT5G51340 835208
AT5G51350 835209
AT5G51360 835210
AT5G51370 835211
AT5G51380 835212
AT5G51390 835213
AT5G51400 835214
AT5G51410 835215
AT5G51420 835216
AT5G51430 835217
AT5G51440 835218
AT5G51450 835219
AT5G51451 6241076
AT5G51460 835220
AT5G51465 NA
AT5G51470 835221
AT5G51480 835222
AT5G51490 835223
AT5G51500 835224
AT5G51510 835225
AT5G51520 835226
AT5G51530 835227
AT5G51540 835228
AT5G51545 3771487
AT5G51550 835229
AT5G51560 835230
AT5G51570 835231
AT5G51580 835232
AT5G51585 NA
AT5G51590 835233
AT5G51600 835234
AT5G51610 835235
AT5G51620 835236
AT5G51630 835237
AT5G51640 835238
AT5G51650 835239
AT5G51660 835240
AT5G51670 835241
AT5G51680 835242
AT5G51690 835243
AT5G51700 835244
AT5G51710 835245
AT5G51720 835246
AT5G51730 835247
AT5G51740 835248
AT5G51750 835249
AT5G51760 835250
AT5G51770 835251
AT5G51780 835252
AT5G51790 835253
AT5G51795 835254
AT5G51800 835255
AT5G51810 835256
AT5G51820 835257
AT5G51830 835258
AT5G51840 835259
AT5G51845 3771488
AT5G51850 835260
AT5G51860 835261
AT5G51870 835262
AT5G51880 835263
AT5G51890 835264
AT5G51900 835265
AT5G51910 835266
AT5G51915 NA
AT5G51920 835267
AT5G51930 835268
AT5G51940 835269
AT5G51950 835270
AT5G51960 835271
AT5G51970 835272
AT5G51980 835273
AT5G51990 835274
AT5G52000 835275
AT5G52010 835276
AT5G52020 835277
AT5G52030 835278
AT5G52040 835279
AT5G52045 NA
AT5G52050 835280
AT5G52060 835281
AT5G52070 835283
AT5G52080 835284
AT5G52090 835285
AT5G52100 835286
AT5G52110 835287
AT5G52115 NA
AT5G52120 835288
AT5G52130 835289
AT5G52140 835290
AT5G52150 835291
AT5G52155 NA
AT5G52160 835292
AT5G52170 835293
AT5G52180 835294
AT5G52190 835295
AT5G52200 835296
AT5G52210 835297
AT5G52220 835298
AT5G52230 835299
AT5G52240 835300
AT5G52250 835301
AT5G52260 835302
AT5G52270 835303
AT5G52280 835304
AT5G52290 835305
AT5G52300 835306
AT5G52310 835307
AT5G52320 835308
AT5G52330 835309
AT5G52340 835310
AT5G52350 835311
AT5G52360 835312
AT5G52370 835313
AT5G52380 835314
AT5G52390 835315
AT5G52400 835316
AT5G52410 835317
AT5G52420 835318
AT5G52430 835319
AT5G52440 835320
AT5G52450 835321
AT5G52460 835322
AT5G52470 835323
AT5G52480 835324
AT5G52490 835325
AT5G52500 835326
AT5G52510 835327
AT5G52520 835328
AT5G52530 835329
AT5G52540 835330
AT5G52545 835331
AT5G52547 2746209
AT5G52550 835332
AT5G52560 835333
AT5G52570 835334
AT5G52580 835335
AT5G52600 835337
AT5G52605 3771495
AT5G52610 835338
AT5G52620 835339
AT5G52630 835340
AT5G52640 835341
AT5G52650 835342
AT5G52655 NA
AT5G52660 835343
AT5G52670 835344
AT5G52680 835345
AT5G52690 835346
AT5G52700 835347
AT5G52710 835348
AT5G52720 835349
AT5G52730 835350
AT5G52740 835351
AT5G52750 835352
AT5G52760 835353
AT5G52770 835354
AT5G52780 835355
AT5G52790 835356
AT5G52800 835357
AT5G52810 835358
AT5G52820 835359
AT5G52830 835360
AT5G52840 835361
AT5G52850 835362
AT5G52860 835363
AT5G52870 835364
AT5G52880 835365
AT5G52882 5008305
AT5G52890 835366
AT5G52900 835367
AT5G52910 835368
AT5G52920 835369
AT5G52930 835370
AT5G52940 835371
AT5G52950 835372
AT5G52960 835373
AT5G52965 835374
AT5G52970 835375
AT5G52975 835376
AT5G52980 835377
AT5G52990 835378
AT5G53000 835379
AT5G53010 835380
AT5G53020 835381
AT5G53030 835382
AT5G53040 835383
AT5G53045 835384
AT5G53050 835385
AT5G53060 835386
AT5G53070 835387
AT5G53080 835388
AT5G53090 835389
AT5G53100 835390
AT5G53110 835391
AT5G53120 835392
AT5G53130 835393
AT5G53140 835395
